zs[m]              temperatures[K]   pressures[Pa]     rhos[kg/m^3]      kappas[m^2/kg]    gamma1s[1]        nablaads[1]       entropies[J/K]
1.519350925e+08   1.526114728e+06   2.259505844e+12   1.084703694e+02   4.300685734e+00   1.664696932e+00   3.959456086e-01   1.107569905e+02
1.524633866e+08   1.532905773e+06   2.284985924e+12   1.092035618e+02   4.270038328e+00   1.664689779e+00   3.959500790e-01   1.115065087e+02
1.529926486e+08   1.539721590e+06   2.310731888e+12   1.099411125e+02   4.239518050e+00   1.664682865e+00   3.959544599e-01   1.122604677e+02
1.535228754e+08   1.546562241e+06   2.336747551e+12   1.106830942e+02   4.209125176e+00   1.664676428e+00   3.959587514e-01   1.130189523e+02
1.540540644e+08   1.553427792e+06   2.363034058e+12   1.114294287e+02   4.178856406e+00   1.664669752e+00   3.959631324e-01   1.137819155e+02
1.545862127e+08   1.560318309e+06   2.389595222e+12   1.121802374e+02   4.148713246e+00   1.664663315e+00   3.959676027e-01   1.145494391e+02
1.551193173e+08   1.567233854e+06   2.416432190e+12   1.129354673e+02   4.118693137e+00   1.664656401e+00   3.959719539e-01   1.153214755e+02
1.556533754e+08   1.574174493e+06   2.443549347e+12   1.136951835e+02   4.088796317e+00   1.664650202e+00   3.959763348e-01   1.160981314e+02
1.561883840e+08   1.581140290e+06   2.470947647e+12   1.144593852e+02   4.059021521e+00   1.664644241e+00   3.959806859e-01   1.168793484e+02
1.567243403e+08   1.588131311e+06   2.498630905e+12   1.152281172e+02   4.029368564e+00   1.664638162e+00   3.959850967e-01   1.176652035e+02
1.572612412e+08   1.595147619e+06   2.526601982e+12   1.160013765e+02   3.999836226e+00   1.664632082e+00   3.959895670e-01   1.184557272e+02
1.577990838e+08   1.602189281e+06   2.554862976e+12   1.167792116e+02   3.970424437e+00   1.664626598e+00   3.959940076e-01   1.192509129e+02
1.583378652e+08   1.609256364e+06   2.583416557e+12   1.175615997e+02   3.941131625e+00   1.664621592e+00   3.959985077e-01   1.200507801e+02
1.588775826e+08   1.616348933e+06   2.612266159e+12   1.183485929e+02   3.911957867e+00   1.664616108e+00   3.960030079e-01   1.208553830e+02
1.594182328e+08   1.623467054e+06   2.641413879e+12   1.191402315e+02   3.882902995e+00   1.664611101e+00   3.960075080e-01   1.216647124e+02
1.599598130e+08   1.630610794e+06   2.670862389e+12   1.199364896e+02   3.853965497e+00   1.664606452e+00   3.960119784e-01   1.224787852e+02
1.605023202e+08   1.637780220e+06   2.700615692e+12   1.207374412e+02   3.825145960e+00   1.664601803e+00   3.960165679e-01   1.232976782e+02
1.610457514e+08   1.644975396e+06   2.730675316e+12   1.215430396e+02   3.796442550e+00   1.664597511e+00   3.960211277e-01   1.241213537e+02
1.615901038e+08   1.652196392e+06   2.761044693e+12   1.223533571e+02   3.767855854e+00   1.664593220e+00   3.960256875e-01   1.249498601e+02
1.621353743e+08   1.659443274e+06   2.791727066e+12   1.231683923e+02   3.739385018e+00   1.664589405e+00   3.960303962e-01   1.257832360e+02
1.626815601e+08   1.666716109e+06   2.822724724e+12   1.239881788e+02   3.711029910e+00   1.664585590e+00   3.960349858e-01   1.266214759e+02
1.632286580e+08   1.674014965e+06   2.854041672e+12   1.248127726e+02   3.682790834e+00   1.664582014e+00   3.960396349e-01   1.274646504e+02
1.637766651e+08   1.681339910e+06   2.885679626e+12   1.256421088e+02   3.654665858e+00   1.664578676e+00   3.960442543e-01   1.283127264e+02
1.643255785e+08   1.688691010e+06   2.917642403e+12   1.264762799e+02   3.626656030e+00   1.664575338e+00   3.960489333e-01   1.291657640e+02
1.648753952e+08   1.696068335e+06   2.949933624e+12   1.273152910e+02   3.598760783e+00   1.664572239e+00   3.960537016e-01   1.300238129e+02
1.654261123e+08   1.703471953e+06   2.982554626e+12   1.281591431e+02   3.570979524e+00   1.664569139e+00   3.960583508e-01   1.308868207e+02
1.659777268e+08   1.710901933e+06   3.015509796e+12   1.290078690e+02   3.543312276e+00   1.664566040e+00   3.960630894e-01   1.317548690e+02
1.665302356e+08   1.718358342e+06   3.048801613e+12   1.298614948e+02   3.515758957e+00   1.664562821e+00   3.960677385e-01   1.326279545e+02
1.670836360e+08   1.725841250e+06   3.082433319e+12   1.307200221e+02   3.488319098e+00   1.664559722e+00   3.960725069e-01   1.335061059e+02
1.676379249e+08   1.733350726e+06   3.116408730e+12   1.315835041e+02   3.460993137e+00   1.664556265e+00   3.960772157e-01   1.343893759e+02
1.681930994e+08   1.740886840e+06   3.150730705e+12   1.324519243e+02   3.433780371e+00   1.664553404e+00   3.960819542e-01   1.352777743e+02
1.687491566e+08   1.748449660e+06   3.185402489e+12   1.333253359e+02   3.406681293e+00   1.664549589e+00   3.960866332e-01   1.361713269e+02
1.693060935e+08   1.756039256e+06   3.220426559e+12   1.342037727e+02   3.379696088e+00   1.664545536e+00   3.960912824e-01   1.370700254e+02
1.698639072e+08   1.763655699e+06   3.255807877e+12   1.350872781e+02   3.352825112e+00   1.664542198e+00   3.960958421e-01   1.379739668e+02
1.704225946e+08   1.771299059e+06   3.291548157e+12   1.359759072e+02   3.326068910e+00   1.664538145e+00   3.961003423e-01   1.388831080e+02
1.709821526e+08   1.778969406e+06   3.327651978e+12   1.368696841e+02   3.299427574e+00   1.664534092e+00   3.961046636e-01   1.397975270e+02
1.715425781e+08   1.786666810e+06   3.364121246e+12   1.377686033e+02   3.272900779e+00   1.664529800e+00   3.961089551e-01   1.407171878e+02
1.721038681e+08   1.794391344e+06   3.400960922e+12   1.386726953e+02   3.246488793e+00   1.664525867e+00   3.961131573e-01   1.416421816e+02
1.726660196e+08   1.802143077e+06   3.438173294e+12   1.395820038e+02   3.220192111e+00   1.664521575e+00   3.961172700e-01   1.425724865e+02
1.732290295e+08   1.809922084e+06   3.475762558e+12   1.404965476e+02   3.194010888e+00   1.664517522e+00   3.961213529e-01   1.435081589e+02
1.737928946e+08   1.817728437e+06   3.513732910e+12   1.414163841e+02   3.167945873e+00   1.664513350e+00   3.961253464e-01   1.444492541e+02
1.743576119e+08   1.825562206e+06   3.552085876e+12   1.423414918e+02   3.141996749e+00   1.664509177e+00   3.961292803e-01   1.453957158e+02
1.749231781e+08   1.833423464e+06   3.590825653e+12   1.432718931e+02   3.116163881e+00   1.664505005e+00   3.961331248e-01   1.463475976e+02
1.754895903e+08   1.841312286e+06   3.629957199e+12   1.442076765e+02   3.090448573e+00   1.664500952e+00   3.961369097e-01   1.473049819e+02
1.760568453e+08   1.849228745e+06   3.669482422e+12   1.451487849e+02   3.064850205e+00   1.664497137e+00   3.961405456e-01   1.482678257e+02
1.766249400e+08   1.857172912e+06   3.709407043e+12   1.460953393e+02   3.039370627e+00   1.664492965e+00   3.961443305e-01   1.492362402e+02
1.771938712e+08   1.865144862e+06   3.749732208e+12   1.470472445e+02   3.014008890e+00   1.664489269e+00   3.961479068e-01   1.502101499e+02
1.777636360e+08   1.873144672e+06   3.790462875e+12   1.480046486e+02   2.988767286e+00   1.664485693e+00   3.961515129e-01   1.511896322e+02
1.783342311e+08   1.881172416e+06   3.831603622e+12   1.489674977e+02   2.963645588e+00   1.664482236e+00   3.961550891e-01   1.521747476e+02
1.789056535e+08   1.889228171e+06   3.873157501e+12   1.499358523e+02   2.938645139e+00   1.664478779e+00   3.961587250e-01   1.531654943e+02
1.794778998e+08   1.897312010e+06   3.915127182e+12   1.509097041e+02   2.913766532e+00   1.664475679e+00   3.961622119e-01   1.541618549e+02
1.800509670e+08   1.905424009e+06   3.957517624e+12   1.518891210e+02   2.889011418e+00   1.664472342e+00   3.961657584e-01   1.551639015e+02
1.806248520e+08   1.913564244e+06   4.000334549e+12   1.528741485e+02   2.864381283e+00   1.664469957e+00   3.961692750e-01   1.561717342e+02
1.811995516e+08   1.921732795e+06   4.043578339e+12   1.538647214e+02   2.839876490e+00   1.664466858e+00   3.961727917e-01   1.571852422e+02
1.817750627e+08   1.929929737e+06   4.087254333e+12   1.548609274e+02   2.815499399e+00   1.664464474e+00   3.961763978e-01   1.582045086e+02
1.823513821e+08   1.938155148e+06   4.131366730e+12   1.558628138e+02   2.791252096e+00   1.664462566e+00   3.961798847e-01   1.592295704e+02
1.829285066e+08   1.946409105e+06   4.175920486e+12   1.568703554e+02   2.767136109e+00   1.664460421e+00   3.961834908e-01   1.602604922e+02
1.835064332e+08   1.954691688e+06   4.220918655e+12   1.578836454e+02   2.743154588e+00   1.664458752e+00   3.961870968e-01   1.612972640e+02
1.840851584e+08   1.963002975e+06   4.266366196e+12   1.589026110e+02   2.719309241e+00   1.664457679e+00   3.961908817e-01   1.623399477e+02
1.846646794e+08   1.971343045e+06   4.312264633e+12   1.599273248e+02   2.695603798e+00   1.664456129e+00   3.961945772e-01   1.633884733e+02
1.852449929e+08   1.979711979e+06   4.358621216e+12   1.609578755e+02   2.672042660e+00   1.664455175e+00   3.961983919e-01   1.644429876e+02
1.858260956e+08   1.988109857e+06   4.405437851e+12   1.619941703e+02   2.648628987e+00   1.664454460e+00   3.962022364e-01   1.655034329e+02
1.864079847e+08   1.996536759e+06   4.452719879e+12   1.630362850e+02   2.625368497e+00   1.664454222e+00   3.962062597e-01   1.665698806e+02
1.869906566e+08   2.004992766e+06   4.500472260e+12   1.640843253e+02   2.602253210e+00   1.664454460e+00   3.962102830e-01   1.676423862e+02
1.875741084e+08   2.013477960e+06   4.548697662e+12   1.651382867e+02   2.579231183e+00   1.664454699e+00   3.962143362e-01   1.687209179e+02
1.881583366e+08   2.021992422e+06   4.597401428e+12   1.661982227e+02   2.556311851e+00   1.664455414e+00   3.962183297e-01   1.698055430e+02
1.887433382e+08   2.030536235e+06   4.646587372e+12   1.672641382e+02   2.533508124e+00   1.664456725e+00   3.962225020e-01   1.708962703e+02
1.893291098e+08   2.039109482e+06   4.696261215e+12   1.683361009e+02   2.510830678e+00   1.664458513e+00   3.962265849e-01   1.719931781e+02
1.899156484e+08   2.047712248e+06   4.746426392e+12   1.694141460e+02   2.488287670e+00   1.664459586e+00   3.962305784e-01   1.730962584e+02
1.905029506e+08   2.056344615e+06   4.797085953e+12   1.704982678e+02   2.465885166e+00   1.664461613e+00   3.962346315e-01   1.742054893e+02
1.910910132e+08   2.065006665e+06   4.848247528e+12   1.715885007e+02   2.443628227e+00   1.664463520e+00   3.962386549e-01   1.753210144e+02
1.916798329e+08   2.073698483e+06   4.899913788e+12   1.726849269e+02   2.421521219e+00   1.664465547e+00   3.962425292e-01   1.764427948e+02
1.922694067e+08   2.082420152e+06   4.952089310e+12   1.737874955e+02   2.399566469e+00   1.664467812e+00   3.962464035e-01   1.775708604e+02
1.928597313e+08   2.091171754e+06   5.004780197e+12   1.748962780e+02   2.377766647e+00   1.664469957e+00   3.962502480e-01   1.787052946e+02
1.934508035e+08   2.099953377e+06   5.057989120e+12   1.760112944e+02   2.356123389e+00   1.664472580e+00   3.962540627e-01   1.798460555e+02
1.940426200e+08   2.108765102e+06   5.111722183e+12   1.771326083e+02   2.334638208e+00   1.664474487e+00   3.962577879e-01   1.809932241e+02
1.946351775e+08   2.117607016e+06   5.165983200e+12   1.782601616e+02   2.313311243e+00   1.664477110e+00   3.962615132e-01   1.821467974e+02
1.952284730e+08   2.126479203e+06   5.220778656e+12   1.793940762e+02   2.292143763e+00   1.664479494e+00   3.962651491e-01   1.833068663e+02
1.958225031e+08   2.135381746e+06   5.276111221e+12   1.805342759e+02   2.271135202e+00   1.664481640e+00   3.962688744e-01   1.844733857e+02
1.964172649e+08   2.144314734e+06   5.331987381e+12   1.816808534e+02   2.250286097e+00   1.664483547e+00   3.962724507e-01   1.856464432e+02
1.970127550e+08   2.153278253e+06   5.388412476e+12   1.828338478e+02   2.229596381e+00   1.664485812e+00   3.962760568e-01   1.868260845e+02
1.976089704e+08   2.162272391e+06   5.445388412e+12   1.839931785e+02   2.209064974e+00   1.664488077e+00   3.962797821e-01   1.880122348e+02
1.982059080e+08   2.171297234e+06   5.502923965e+12   1.851589902e+02   2.188692343e+00   1.664489985e+00   3.962833285e-01   1.892050570e+02
1.988035647e+08   2.180352869e+06   5.561022568e+12   1.863312738e+02   2.168477739e+00   1.664491653e+00   3.962869346e-01   1.904045268e+02
1.994019374e+08   2.189439385e+06   5.619688416e+12   1.875099970e+02   2.148420206e+00   1.664493322e+00   3.962906003e-01   1.916106454e+02
2.000010263e+08   2.198556922e+06   5.678928375e+12   1.886953068e+02   2.128519834e+00   1.664494991e+00   3.962941468e-01   1.928234997e+02
2.006008289e+08   2.207705577e+06   5.738748169e+12   1.898872008e+02   2.108775785e+00   1.664496541e+00   3.962977529e-01   1.940431395e+02
2.012009300e+08   2.216837835e+06   5.799116516e+12   1.911217129e+02   2.091232622e+00   1.664497375e+00   3.963008821e-01   1.952726084e+02
2.017996112e+08   2.225871163e+06   5.859874725e+12   1.924025044e+02   2.076382877e+00   1.664498210e+00   3.963035643e-01   1.965138504e+02
2.023967066e+08   2.234791122e+06   5.921016312e+12   1.936972337e+02   2.062208222e+00   1.664498806e+00   3.963062167e-01   1.977679643e+02
2.029956889e+08   2.243653223e+06   5.982903290e+12   1.950113354e+02   2.047991279e+00   1.664500237e+00   3.963088393e-01   1.990420816e+02
2.035988040e+08   2.252491952e+06   6.045784760e+12   1.963500347e+02   2.033856708e+00   1.664501190e+00   3.963117003e-01   2.003412374e+02
2.042058553e+08   2.261306235e+06   6.109658051e+12   1.977137494e+02   2.020097276e+00   1.664502859e+00   3.963145316e-01   2.016651851e+02
2.048167027e+08   2.270096193e+06   6.174527740e+12   1.991008739e+02   2.006576372e+00   1.664505720e+00   3.963176310e-01   2.030138173e+02
2.054311598e+08   2.278860897e+06   6.240391922e+12   2.005104564e+02   1.993262534e+00   1.664508104e+00   3.963208497e-01   2.043869118e+02
2.060490074e+08   2.287599078e+06   6.307246017e+12   2.019433908e+02   1.980218766e+00   1.664511681e+00   3.963242173e-01   2.057841970e+02
2.066701323e+08   2.296311070e+06   6.375095749e+12   2.034012103e+02   1.967381367e+00   1.664516449e+00   3.963277340e-01   2.072056000e+02
2.072945037e+08   2.304998064e+06   6.443955994e+12   2.048835360e+02   1.954668750e+00   1.664521217e+00   3.963313401e-01   2.086512685e+02
2.079220526e+08   2.313660560e+06   6.513838196e+12   2.063891109e+02   1.942118107e+00   1.664526224e+00   3.963350058e-01   2.101212989e+02
2.085526506e+08   2.322298473e+06   6.584746552e+12   2.079180977e+02   1.929804209e+00   1.664532185e+00   3.963387907e-01   2.116156071e+02
2.091861678e+08   2.330911933e+06   6.656685638e+12   2.094718798e+02   1.917739782e+00   1.664538145e+00   3.963427842e-01   2.131341042e+02
2.098224968e+08   2.339501380e+06   6.729659271e+12   2.110507172e+02   1.905889298e+00   1.664545298e+00   3.963467777e-01   2.146766506e+02
2.104615385e+08   2.348067178e+06   6.803678894e+12   2.126532599e+02   1.894217569e+00   1.664551497e+00   3.963507116e-01   2.162433596e+02
2.111031932e+08   2.356609558e+06   6.878749847e+12   2.142785736e+02   1.882719913e+00   1.664558887e+00   3.963548839e-01   2.178341618e+02
2.117473731e+08   2.365128906e+06   6.954878235e+12   2.159278016e+02   1.871400736e+00   1.664565563e+00   3.963590562e-01   2.194489991e+02
2.123940043e+08   2.373625812e+06   7.032077026e+12   2.176017895e+02   1.860248405e+00   1.664573193e+00   3.963632882e-01   2.210880121e+02
2.130430116e+08   2.382100807e+06   7.110354614e+12   2.192997944e+02   1.849260126e+00   1.664580822e+00   3.963674307e-01   2.227512010e+02
2.136943132e+08   2.390554322e+06   7.189720154e+12   2.210209595e+02   1.838447760e+00   1.664588213e+00   3.963717222e-01   2.244385989e+02
2.143478302e+08   2.398986843e+06   7.270182037e+12   2.227656974e+02   1.827816249e+00   1.664596081e+00   3.963759840e-01   2.261502097e+02
2.150034896e+08   2.407398938e+06   7.351750946e+12   2.245345712e+02   1.817356085e+00   1.664603233e+00   3.963802159e-01   2.278861006e+02
2.156612194e+08   2.415791144e+06   7.434434509e+12   2.263272889e+02   1.807060079e+00   1.664610744e+00   3.963845372e-01   2.296462457e+02
2.163209475e+08   2.424163969e+06   7.518246460e+12   2.281437159e+02   1.796930917e+00   1.664617896e+00   3.963887095e-01   2.314308104e+02
2.169826067e+08   2.432517979e+06   7.603193665e+12   2.299841734e+02   1.786966657e+00   1.664625168e+00   3.963928819e-01   2.332397405e+02
2.176461337e+08   2.440853774e+06   7.689286804e+12   2.318488481e+02   1.777163172e+00   1.664631844e+00   3.963969946e-01   2.350730960e+02
2.183114669e+08   2.449171956e+06   7.776538849e+12   2.337373655e+02   1.767522202e+00   1.664638281e+00   3.964011967e-01   2.369310048e+02
2.189785486e+08   2.457473166e+06   7.864959717e+12   2.356497519e+02   1.758046096e+00   1.664644003e+00   3.964051902e-01   2.388134956e+02
2.196473252e+08   2.465758090e+06   7.954562378e+12   2.375861569e+02   1.748732868e+00   1.664650202e+00   3.964091837e-01   2.407206840e+02
2.203177418e+08   2.474027382e+06   8.045358276e+12   2.395467501e+02   1.739581102e+00   1.664655685e+00   3.964131474e-01   2.426526401e+02
2.209897401e+08   2.482281638e+06   8.137358093e+12   2.415316976e+02   1.730588045e+00   1.664660335e+00   3.964169323e-01   2.446094144e+02
2.216632622e+08   2.490521424e+06   8.230573273e+12   2.435407762e+02   1.721746380e+00   1.664664984e+00   3.964207172e-01   2.465910820e+02
2.223382498e+08   2.498747258e+06   8.325015259e+12   2.455741093e+02   1.713050234e+00   1.664669275e+00   3.964243829e-01   2.485977207e+02
2.230146453e+08   2.506959545e+06   8.420693970e+12   2.476317914e+02   1.704457645e+00   1.664672971e+00   3.964280486e-01   2.506293725e+02
2.236924011e+08   2.515158527e+06   8.517625427e+12   2.497139177e+02   1.695894470e+00   1.664676189e+00   3.964315951e-01   2.526862763e+02
2.243714804e+08   2.523344343e+06   8.615821075e+12   2.518206140e+02   1.687343042e+00   1.664679289e+00   3.964351714e-01   2.547685430e+02
2.250518510e+08   2.531517100e+06   8.715295410e+12   2.539521229e+02   1.678786948e+00   1.664682150e+00   3.964386284e-01   2.568763756e+02
2.257334834e+08   2.539676848e+06   8.816066742e+12   2.561086258e+02   1.670210210e+00   1.664684653e+00   3.964421451e-01   2.590100932e+02
2.264163514e+08   2.547823591e+06   8.918148804e+12   2.582903108e+02   1.661598296e+00   1.664687157e+00   3.964456618e-01   2.611698818e+02
2.271004313e+08   2.555957291e+06   9.021560669e+12   2.604974149e+02   1.652939132e+00   1.664689779e+00   3.964491189e-01   2.633560867e+02
2.277857019e+08   2.564077875e+06   9.126313782e+12   2.627301317e+02   1.644223645e+00   1.664691925e+00   3.964525759e-01   2.655688307e+02
2.284721441e+08   2.572185255e+06   9.232432556e+12   2.649888574e+02   1.635447294e+00   1.664693832e+00   3.964559734e-01   2.678086147e+02
2.291597407e+08   2.580279340e+06   9.339931488e+12   2.672737353e+02   1.626608740e+00   1.664696693e+00   3.964593709e-01   2.700756475e+02
2.298484753e+08   2.588360041e+06   9.448831940e+12   2.695850789e+02   1.617711401e+00   1.664699316e+00   3.964629173e-01   2.723703346e+02
2.305383322e+08   2.596427300e+06   9.559147644e+12   2.719232345e+02   1.608762844e+00   1.664701462e+00   3.964662552e-01   2.746928545e+02
2.312292961e+08   2.604481094e+06   9.670904541e+12   2.742884364e+02   1.599773808e+00   1.664704323e+00   3.964697719e-01   2.770437313e+02
2.319213508e+08   2.612521446e+06   9.784118652e+12   2.766810757e+02   1.590758540e+00   1.664707184e+00   3.964731991e-01   2.794231947e+02
2.326144793e+08   2.620548438e+06   9.898811340e+12   2.791013733e+02   1.581732803e+00   1.664710283e+00   3.964766264e-01   2.818316185e+02
2.333086635e+08   2.628562206e+06   1.001499710e+13   2.815495941e+02   1.572713575e+00   1.664713383e+00   3.964800239e-01   2.842691711e+02
2.340038833e+08   2.636562950e+06   1.013270111e+13   2.840261110e+02   1.563718518e+00   1.664716721e+00   3.964834809e-01   2.867363153e+02
2.347001177e+08   2.644550931e+06   1.025193939e+13   2.865311292e+02   1.554764250e+00   1.664720774e+00   3.964869380e-01   2.892332425e+02
2.353973438e+08   2.652526471e+06   1.037273331e+13   2.890650175e+02   1.545866469e+00   1.664725065e+00   3.964904249e-01   2.917602860e+02
2.360955373e+08   2.660489936e+06   1.049510345e+13   2.916278853e+02   1.537038341e+00   1.664729476e+00   3.964939415e-01   2.943177474e+02
2.367946727e+08   2.668441741e+06   1.061906815e+13   2.942201679e+02   1.528291932e+00   1.664733648e+00   3.964973390e-01   2.969058559e+02
2.374947236e+08   2.676382337e+06   1.074464417e+13   2.968420383e+02   1.519636351e+00   1.664738655e+00   3.965008855e-01   2.995247889e+02
2.381956631e+08   2.684312207e+06   1.087185364e+13   2.994936768e+02   1.511078425e+00   1.664743900e+00   3.965044320e-01   3.021748669e+02
2.388974639e+08   2.692231854e+06   1.100071640e+13   3.021755399e+02   1.502623766e+00   1.664749384e+00   3.965079486e-01   3.048563391e+02
2.396000986e+08   2.700141799e+06   1.113125000e+13   3.048877163e+02   1.494275304e+00   1.664755583e+00   3.965114951e-01   3.075693854e+02
2.403035402e+08   2.708042576e+06   1.126347733e+13   3.076305314e+02   1.486035048e+00   1.664761066e+00   3.965149820e-01   3.103143279e+02
2.410077614e+08   2.715934719e+06   1.139741745e+13   3.104042870e+02   1.477903839e+00   1.664767504e+00   3.965185583e-01   3.130913783e+02
2.417127360e+08   2.723818769e+06   1.153309021e+13   3.132092226e+02   1.469881513e+00   1.664773941e+00   3.965220153e-01   3.159007647e+02
2.424184381e+08   2.731695270e+06   1.167051697e+13   3.160455696e+02   1.461967331e+00   1.664780855e+00   3.965256810e-01   3.187427521e+02
2.431248424e+08   2.739564756e+06   1.180971527e+13   3.189135544e+02   1.454160153e+00   1.664788246e+00   3.965293169e-01   3.216174978e+02
2.438319243e+08   2.747427764e+06   1.195071106e+13   3.218135083e+02   1.446458843e+00   1.664795637e+00   3.965329528e-01   3.245253838e+02
2.445396599e+08   2.755284826e+06   1.209352493e+13   3.247457329e+02   1.438862121e+00   1.664803267e+00   3.965366483e-01   3.274666413e+02
2.452480257e+08   2.763136472e+06   1.223817825e+13   3.277105694e+02   1.431368992e+00   1.664811850e+00   3.965403736e-01   3.304415183e+02
2.459569989e+08   2.770983231e+06   1.238469238e+13   3.307081741e+02   1.423978282e+00   1.664820194e+00   3.965442479e-01   3.334502579e+02
2.466665574e+08   2.778825630e+06   1.253309250e+13   3.337390058e+02   1.416689724e+00   1.664829254e+00   3.965481818e-01   3.364932015e+02
2.473766783e+08   2.786664187e+06   1.268339996e+13   3.368032525e+02   1.409502960e+00   1.664838552e+00   3.965522051e-01   3.395705833e+02
2.480873385e+08   2.794499412e+06   1.283563690e+13   3.399013431e+02   1.402418839e+00   1.664848328e+00   3.965561390e-01   3.426826546e+02
2.487985178e+08   2.802331807e+06   1.298982239e+13   3.430334328e+02   1.395421175e+00   1.664857984e+00   3.965602219e-01   3.458295812e+02
2.495102004e+08   2.810161759e+06   1.314599152e+13   3.462000806e+02   1.388468413e+00   1.664868355e+00   3.965643644e-01   3.490119656e+02
2.502223719e+08   2.817989545e+06   1.330415955e+13   3.494014579e+02   1.381560676e+00   1.664878845e+00   3.965684175e-01   3.522298899e+02
2.509350178e+08   2.825815456e+06   1.346436157e+13   3.526381624e+02   1.374701510e+00   1.664889812e+00   3.965725601e-01   3.554839569e+02
2.516481233e+08   2.833639792e+06   1.362661743e+13   3.559104222e+02   1.367893548e+00   1.664900780e+00   3.965767622e-01   3.587743585e+02
2.523616739e+08   2.841462866e+06   1.379095306e+13   3.592186614e+02   1.361139277e+00   1.664911985e+00   3.965809047e-01   3.621014413e+02
2.530756552e+08   2.849285004e+06   1.395740051e+13   3.625632140e+02   1.354440634e+00   1.664923668e+00   3.965852261e-01   3.654657057e+02
2.537900526e+08   2.857106537e+06   1.412598267e+13   3.659444721e+02   1.347799256e+00   1.664935112e+00   3.965894878e-01   3.688674049e+02
2.545048517e+08   2.864927806e+06   1.429672394e+13   3.693628873e+02   1.341216419e+00   1.664946437e+00   3.965936899e-01   3.723068258e+02
2.552200381e+08   2.872749157e+06   1.446965942e+13   3.728189278e+02   1.334693240e+00   1.664958239e+00   3.965978920e-01   3.757845283e+02
2.559355977e+08   2.880570941e+06   1.464481201e+13   3.763128235e+02   1.328230131e+00   1.664970160e+00   3.966021836e-01   3.793007474e+02
2.566515165e+08   2.888393512e+06   1.482221222e+13   3.798450707e+02   1.321827759e+00   1.664981961e+00   3.966063857e-01   3.828559102e+02
2.573677807e+08   2.896217227e+06   1.500188599e+13   3.834159649e+02   1.315486254e+00   1.664994240e+00   3.966106176e-01   3.864503191e+02
2.580843767e+08   2.904042444e+06   1.518386383e+13   3.870260349e+02   1.309205966e+00   1.665005922e+00   3.966147304e-01   3.900843888e+02
2.588012911e+08   2.911869523e+06   1.536817474e+13   3.906755824e+02   1.302986867e+00   1.665018082e+00   3.966189325e-01   3.937584887e+02
2.595185107e+08   2.919698827e+06   1.555485229e+13   3.943651177e+02   1.296829175e+00   1.665029883e+00   3.966231346e-01   3.974730988e+02
2.602360224e+08   2.927530718e+06   1.574392242e+13   3.980950261e+02   1.290732787e+00   1.665041804e+00   3.966271877e-01   4.012284972e+02
2.609538132e+08   2.935365559e+06   1.593541870e+13   4.018657637e+02   1.284697807e+00   1.665053368e+00   3.966312706e-01   4.050251512e+02
2.616718706e+08   2.943203716e+06   1.612936707e+13   4.056775299e+02   1.278723936e+00   1.665065527e+00   3.966353238e-01   4.088633266e+02
2.623901821e+08   2.951045553e+06   1.632580719e+13   4.095310020e+02   1.272811663e+00   1.665076733e+00   3.966393769e-01   4.127436323e+02
2.631087352e+08   2.958891438e+06   1.652476654e+13   4.134265578e+02   1.266961157e+00   1.665088654e+00   3.966433108e-01   4.166663600e+02
2.638275177e+08   2.966741743e+06   1.672627716e+13   4.173646524e+02   1.261172900e+00   1.665100098e+00   3.966473043e-01   4.206319104e+02
2.645465176e+08   2.974596845e+06   1.693037109e+13   4.213455280e+02   1.255447335e+00   1.665111542e+00   3.966512382e-01   4.246406769e+02
2.652657230e+08   2.982457121e+06   1.713708191e+13   4.253698093e+02   1.249785714e+00   1.665123224e+00   3.966551423e-01   4.286930848e+02
2.659851217e+08   2.990322961e+06   1.734644928e+13   4.294378582e+02   1.244189209e+00   1.665134311e+00   3.966590464e-01   4.327897026e+02
2.667047015e+08   2.998194758e+06   1.755849152e+13   4.335501260e+02   1.238659638e+00   1.665145874e+00   3.966628015e-01   4.369305575e+02
2.674244504e+08   3.006072894e+06   1.777326202e+13   4.377069576e+02   1.233191033e+00   1.665156841e+00   3.966666758e-01   4.411165479e+02
2.681443580e+08   3.013957696e+06   1.799078064e+13   4.419090869e+02   1.227765686e+00   1.665168047e+00   3.966703713e-01   4.453477362e+02
2.688644149e+08   3.021849432e+06   1.821109314e+13   4.461566775e+02   1.222380786e+00   1.665179372e+00   3.966741562e-01   4.496248315e+02
2.695846119e+08   3.029748365e+06   1.843423157e+13   4.504505726e+02   1.217035219e+00   1.665190697e+00   3.966779113e-01   4.539481958e+02
2.703049400e+08   3.037654747e+06   1.866023254e+13   4.547910960e+02   1.211727442e+00   1.665201545e+00   3.966814280e-01   4.583182992e+02
2.710253908e+08   3.045568826e+06   1.888913727e+13   4.591786473e+02   1.206456084e+00   1.665212512e+00   3.966850340e-01   4.627357183e+02
2.717459560e+08   3.053490841e+06   1.912097778e+13   4.636137343e+02   1.201219930e+00   1.665224075e+00   3.966886997e-01   4.672007979e+02
2.724666271e+08   3.061421027e+06   1.935579834e+13   4.680971521e+02   1.196018245e+00   1.665234804e+00   3.966921270e-01   4.717141768e+02
2.731873963e+08   3.069359610e+06   1.959363251e+13   4.726289421e+02   1.190849480e+00   1.665246606e+00   3.966957331e-01   4.762762255e+02
