zs[m]              temperatures[K]   pressures[Pa]     rhos[kg/m^3]      kappas[m^2/kg]    gamma1s[1]        nablaads[1]       entropies[J/K]
5.877199334e+08   1.092085713e+07   7.493708594e+15   5.337482247e+04   1.870337325e-01   1.668153048e+00   3.972175121e-01   5.077494474e+04
5.882256499e+08   1.094790068e+07   7.557288281e+15   5.373298845e+04   1.865369599e-01   1.668153048e+00   3.972170949e-01   5.107739644e+04
5.887292859e+08   1.097488567e+07   7.621009375e+15   5.409169137e+04   1.860440682e-01   1.668153286e+00   3.972166479e-01   5.137956496e+04
5.892308405e+08   1.100181089e+07   7.684867187e+15   5.445093650e+04   1.855550579e-01   1.668153048e+00   3.972162008e-01   5.168143157e+04
5.897303158e+08   1.102867533e+07   7.748858594e+15   5.481070583e+04   1.850698892e-01   1.668152809e+00   3.972155750e-01   5.198298731e+04
5.902277165e+08   1.105547812e+07   7.812979687e+15   5.517099204e+04   1.845885347e-01   1.668152094e+00   3.972148001e-01   5.228421758e+04
5.907230458e+08   1.108221830e+07   7.877225000e+15   5.553176171e+04   1.841109286e-01   1.668152094e+00   3.972140849e-01   5.258509809e+04
5.912163072e+08   1.110889492e+07   7.941592969e+15   5.589302735e+04   1.836370760e-01   1.668151379e+00   3.972131312e-01   5.288563062e+04
5.917075074e+08   1.113550724e+07   8.006075781e+15   5.625475038e+04   1.831669006e-01   1.668150902e+00   3.972120881e-01   5.318577484e+04
5.921966527e+08   1.116205448e+07   8.070674219e+15   5.661696654e+04   1.827004352e-01   1.668149948e+00   3.972110152e-01   5.348554759e+04
5.926837497e+08   1.118853589e+07   8.135384375e+15   5.697960896e+04   1.822375638e-01   1.668149710e+00   3.972099125e-01   5.378493470e+04
5.931688079e+08   1.121495090e+07   8.200199219e+15   5.734269434e+04   1.817782845e-01   1.668148756e+00   3.972087502e-01   5.408390093e+04
5.936518364e+08   1.124129888e+07   8.265119531e+15   5.770622185e+04   1.813225749e-01   1.668147564e+00   3.972074389e-01   5.438246267e+04
5.941328442e+08   1.126757926e+07   8.330139062e+15   5.807014999e+04   1.808703521e-01   1.668146849e+00   3.972061872e-01   5.468059018e+04
5.946118410e+08   1.129379147e+07   8.395257813e+15   5.843450759e+04   1.804216295e-01   1.668145418e+00   3.972050250e-01   5.497829460e+04
5.950888361e+08   1.131993495e+07   8.460467969e+15   5.879927370e+04   1.799763557e-01   1.668143749e+00   3.972038031e-01   5.527553636e+04
5.955638411e+08   1.134600928e+07   8.525771094e+15   5.916443904e+04   1.795344907e-01   1.668143034e+00   3.972024024e-01   5.557233622e+04
5.960368663e+08   1.137201395e+07   8.591161719e+15   5.953000174e+04   1.790960047e-01   1.668141603e+00   3.972011507e-01   5.586866986e+04
5.965079222e+08   1.139794850e+07   8.656636719e+15   5.989595113e+04   1.786608590e-01   1.668140531e+00   3.971998394e-01   5.616452808e+04
5.969770220e+08   1.142381261e+07   8.722195313e+15   6.026229320e+04   1.782290329e-01   1.668138981e+00   3.971983790e-01   5.645991614e+04
5.974441801e+08   1.144960605e+07   8.787832812e+15   6.062901538e+04   1.778004755e-01   1.668137431e+00   3.971970677e-01   5.675481380e+04
5.979094091e+08   1.147532850e+07   8.853547656e+15   6.099610749e+04   1.773751451e-01   1.668136358e+00   3.971956372e-01   5.704922146e+04
5.983727211e+08   1.150097960e+07   8.919337500e+15   6.136356909e+04   1.769530152e-01   1.668134928e+00   3.971944153e-01   5.734313470e+04
5.988341319e+08   1.152655923e+07   8.985199219e+15   6.173140628e+04   1.765340586e-01   1.668133736e+00   3.971929848e-01   5.763654302e+04
5.992936544e+08   1.155206711e+07   9.051131250e+15   6.209961214e+04   1.761182378e-01   1.668132544e+00   3.971916437e-01   5.792944673e+04
5.997513015e+08   1.157750297e+07   9.117129687e+15   6.246817810e+04   1.757055146e-01   1.668131351e+00   3.971903622e-01   5.822183125e+04
6.002070913e+08   1.160286684e+07   9.183193750e+15   6.283710554e+04   1.752958528e-01   1.668129921e+00   3.971890807e-01   5.851370038e+04
6.006610398e+08   1.162815865e+07   9.249322656e+15   6.320640796e+04   1.748892363e-01   1.668128729e+00   3.971876800e-01   5.880505836e+04
6.011131600e+08   1.165337816e+07   9.315510937e+15   6.357605176e+04   1.744855960e-01   1.668127537e+00   3.971863985e-01   5.909588076e+04
6.015634686e+08   1.167852536e+07   9.381758594e+15   6.394607315e+04   1.740849419e-01   1.668126345e+00   3.971850872e-01   5.938617655e+04
6.020119831e+08   1.170360029e+07   9.448064844e+15   6.431643573e+04   1.736871947e-01   1.668125391e+00   3.971838951e-01   5.967594941e+04
6.024587179e+08   1.172860282e+07   9.514425781e+15   6.468715372e+04   1.732923417e-01   1.668124437e+00   3.971827328e-01   5.996518434e+04
6.029036908e+08   1.175353302e+07   9.580840625e+15   6.505822958e+04   1.729003519e-01   1.668123722e+00   3.971814811e-01   6.025388493e+04
6.033469204e+08   1.177839104e+07   9.647307812e+15   6.542967017e+04   1.725111968e-01   1.668123007e+00   3.971803188e-01   6.054204942e+04
6.037884211e+08   1.180317678e+07   9.713825781e+15   6.580146985e+04   1.721248395e-01   1.668122053e+00   3.971791863e-01   6.082967733e+04
6.042282111e+08   1.182789038e+07   9.780392187e+15   6.617363890e+04   1.717412580e-01   1.668121576e+00   3.971779943e-01   6.111676210e+04
6.046663088e+08   1.185253197e+07   9.847006250e+15   6.654615320e+04   1.713603886e-01   1.668120980e+00   3.971769214e-01   6.140330690e+04
6.051027296e+08   1.187710157e+07   9.913666406e+15   6.691902938e+04   1.709822200e-01   1.668120861e+00   3.971759081e-01   6.168931059e+04
6.055374915e+08   1.190159930e+07   9.980371094e+15   6.729227325e+04   1.706067261e-01   1.668120265e+00   3.971748948e-01   6.197477150e+04
6.059706138e+08   1.192602541e+07   1.004711875e+16   6.766588147e+04   1.702338661e-01   1.668120146e+00   3.971738815e-01   6.225968727e+04
6.064021131e+08   1.195038000e+07   1.011391016e+16   6.803985289e+04   1.698636068e-01   1.668119907e+00   3.971729875e-01   6.254407068e+04
6.068320063e+08   1.197466316e+07   1.018074062e+16   6.841420384e+04   1.694959362e-01   1.668119907e+00   3.971720040e-01   6.282790088e+04
6.072603134e+08   1.199887521e+07   1.024761016e+16   6.878889863e+04   1.691307771e-01   1.668119669e+00   3.971712291e-01   6.311118484e+04
6.076870522e+08   1.202301632e+07   1.031451875e+16   6.916401809e+04   1.687681845e-01   1.668120146e+00   3.971704245e-01   6.339392982e+04
6.081122389e+08   1.204708662e+07   1.038146562e+16   6.953949417e+04   1.684080564e-01   1.668120742e+00   3.971697390e-01   6.367613874e+04
6.085358948e+08   1.207108649e+07   1.044844844e+16   6.991534293e+04   1.680503716e-01   1.668121338e+00   3.971689939e-01   6.395780367e+04
6.089580389e+08   1.209501621e+07   1.051546641e+16   7.029157814e+04   1.676951087e-01   1.668122172e+00   3.971682489e-01   6.423892648e+04
6.093786853e+08   1.211887580e+07   1.058251953e+16   7.066819920e+04   1.673422421e-01   1.668122888e+00   3.971675634e-01   6.451951517e+04
6.097978509e+08   1.214266541e+07   1.064960625e+16   7.104520033e+04   1.669917372e-01   1.668123484e+00   3.971668184e-01   6.479956764e+04
6.102155563e+08   1.216638547e+07   1.071672500e+16   7.142258573e+04   1.666435618e-01   1.668124318e+00   3.971659541e-01   6.507908017e+04
6.106318215e+08   1.219003631e+07   1.078387578e+16   7.180037583e+04   1.662977036e-01   1.668124914e+00   3.971651196e-01   6.535805897e+04
6.110466651e+08   1.221361826e+07   1.085105703e+16   7.217855212e+04   1.659541092e-01   1.668125629e+00   3.971644342e-01   6.563650080e+04
6.114601047e+08   1.223713153e+07   1.091827109e+16   7.255714264e+04   1.656127770e-01   1.668126225e+00   3.971636891e-01   6.591442637e+04
6.118721575e+08   1.226057638e+07   1.098551250e+16   7.293613019e+04   1.652736611e-01   1.668127060e+00   3.971628547e-01   6.619180936e+04
6.122828425e+08   1.228395313e+07   1.105278516e+16   7.331552763e+04   1.649367413e-01   1.668127537e+00   3.971621096e-01   6.646867906e+04
6.126921776e+08   1.230726207e+07   1.112008437e+16   7.369532066e+04   1.646019736e-01   1.668128729e+00   3.971612453e-01   6.674501349e+04
6.131001820e+08   1.233050357e+07   1.118741016e+16   7.407555672e+04   1.642693723e-01   1.668129206e+00   3.971603513e-01   6.702081848e+04
6.135068729e+08   1.235367789e+07   1.125476641e+16   7.445620648e+04   1.639388797e-01   1.668129921e+00   3.971595168e-01   6.729612312e+04
6.139122642e+08   1.237678509e+07   1.132214766e+16   7.483727033e+04   1.636104732e-01   1.668130755e+00   3.971586525e-01   6.757090211e+04
6.143163746e+08   1.239982553e+07   1.138955391e+16   7.521877395e+04   1.632841469e-01   1.668131590e+00   3.971578181e-01   6.784516093e+04
6.147192248e+08   1.242279970e+07   1.145698516e+16   7.560070914e+04   1.629598588e-01   1.668132544e+00   3.971569538e-01   6.811890426e+04
6.151208316e+08   1.244570785e+07   1.152444219e+16   7.598309073e+04   1.626375964e-01   1.668133497e+00   3.971560001e-01   6.839214258e+04
6.155212099e+08   1.246855014e+07   1.159192109e+16   7.636590515e+04   1.623173217e-01   1.668134451e+00   3.971550763e-01   6.866485920e+04
6.159203784e+08   1.249132693e+07   1.165942422e+16   7.674915640e+04   1.619990096e-01   1.668135166e+00   3.971541524e-01   6.893707317e+04
6.163183556e+08   1.251403862e+07   1.172695234e+16   7.713287943e+04   1.616826623e-01   1.668136120e+00   3.971531689e-01   6.920879380e+04
6.167151577e+08   1.253668543e+07   1.179449922e+16   7.751704737e+04   1.613682294e-01   1.668136835e+00   3.971522152e-01   6.947999044e+04
6.171108013e+08   1.255926765e+07   1.186207031e+16   7.790166457e+04   1.610556889e-01   1.668137789e+00   3.971512020e-01   6.975070031e+04
6.175053026e+08   1.258178552e+07   1.192966406e+16   7.828677844e+04   1.607450584e-01   1.668138742e+00   3.971501589e-01   7.002091987e+04
6.178986770e+08   1.260423927e+07   1.199727578e+16   7.867233270e+04   1.604362631e-01   1.668139696e+00   3.971491158e-01   7.029062743e+04
6.182909417e+08   1.262662920e+07   1.206490781e+16   7.905837199e+04   1.601293171e-01   1.668140888e+00   3.971481025e-01   7.055984172e+04
6.186821133e+08   1.264895562e+07   1.213256172e+16   7.944487936e+04   1.598241799e-01   1.668142080e+00   3.971469700e-01   7.082857682e+04
6.190722087e+08   1.267121883e+07   1.220023281e+16   7.983186560e+04   1.595208348e-01   1.668143272e+00   3.971458375e-01   7.109681053e+04
6.194612444e+08   1.269341913e+07   1.226792422e+16   8.021934667e+04   1.592192700e-01   1.668144584e+00   3.971447647e-01   7.136456593e+04
6.198492360e+08   1.271555675e+07   1.233563281e+16   8.060731024e+04   1.589194535e-01   1.668145895e+00   3.971436024e-01   7.163183017e+04
6.202361992e+08   1.273763194e+07   1.240335859e+16   8.099576103e+04   1.586213644e-01   1.668146968e+00   3.971425295e-01   7.189860843e+04
6.206221475e+08   1.275964484e+07   1.247110234e+16   8.138470729e+04   1.583249903e-01   1.668148279e+00   3.971412778e-01   7.216491084e+04
6.210070956e+08   1.278159564e+07   1.253886094e+16   8.177415254e+04   1.580303136e-01   1.668149352e+00   3.971400857e-01   7.243072485e+04
6.213910633e+08   1.280348484e+07   1.260663594e+16   8.216410072e+04   1.577373079e-01   1.668151140e+00   3.971388042e-01   7.269606291e+04
6.217740636e+08   1.282531254e+07   1.267442656e+16   8.255456429e+04   1.574459657e-01   1.668152571e+00   3.971375227e-01   7.296092626e+04
6.221561097e+08   1.284707888e+07   1.274223516e+16   8.294555040e+04   1.571562736e-01   1.668154001e+00   3.971363604e-01   7.322533378e+04
6.225372193e+08   1.286878423e+07   1.281005312e+16   8.333702445e+04   1.568681773e-01   1.668155432e+00   3.971350491e-01   7.348924052e+04
6.229174069e+08   1.289042878e+07   1.287788594e+16   8.372902438e+04   1.565816877e-01   1.668157578e+00   3.971337378e-01   7.375268288e+04
6.232966849e+08   1.291201262e+07   1.294573437e+16   8.412155208e+04   1.562967890e-01   1.668159008e+00   3.971323967e-01   7.401567065e+04
6.236750686e+08   1.293353601e+07   1.301359141e+16   8.451459094e+04   1.560134468e-01   1.668160439e+00   3.971310556e-01   7.427816878e+04
6.240525736e+08   1.295499919e+07   1.308146328e+16   8.490814892e+04   1.557316457e-01   1.668162465e+00   3.971297145e-01   7.454021713e+04
6.244292104e+08   1.297640215e+07   1.314934375e+16   8.530223436e+04   1.554513783e-01   1.668164134e+00   3.971282840e-01   7.480178654e+04
6.248049944e+08   1.299774514e+07   1.321723594e+16   8.569686765e+04   1.551726405e-01   1.668166161e+00   3.971268535e-01   7.506289913e+04
6.251799420e+08   1.301902849e+07   1.328513750e+16   8.609201905e+04   1.548953859e-01   1.668168306e+00   3.971254230e-01   7.532354569e+04
6.255540654e+08   1.304025226e+07   1.335304844e+16   8.648770922e+04   1.546196139e-01   1.668170571e+00   3.971239030e-01   7.558373179e+04
6.259273778e+08   1.306141659e+07   1.342096719e+16   8.688393478e+04   1.543453050e-01   1.668172479e+00   3.971224129e-01   7.584345365e+04
6.262998896e+08   1.308252145e+07   1.348889375e+16   8.728070752e+04   1.540724551e-01   1.668174505e+00   3.971208930e-01   7.610271723e+04
6.266716146e+08   1.310356701e+07   1.355682500e+16   8.767800339e+04   1.538010281e-01   1.668176651e+00   3.971194029e-01   7.636150991e+04
6.270425691e+08   1.312455357e+07   1.362476562e+16   8.807584803e+04   1.535310215e-01   1.668179035e+00   3.971178532e-01   7.661986178e+04
6.274127636e+08   1.314548113e+07   1.369270781e+16   8.847423795e+04   1.532624192e-01   1.668181181e+00   3.971163034e-01   7.687773507e+04
6.277822117e+08   1.316634983e+07   1.376065625e+16   8.887316881e+04   1.529952008e-01   1.668184042e+00   3.971146643e-01   7.713516071e+04
6.281509260e+08   1.318715976e+07   1.382860937e+16   8.927265530e+04   1.527293605e-01   1.668185949e+00   3.971129954e-01   7.739213503e+04
6.285189159e+08   1.320791086e+07   1.389656094e+16   8.967265818e+04   1.524648587e-01   1.668188572e+00   3.971113861e-01   7.764862948e+04
6.288861957e+08   1.322860329e+07   1.396451719e+16   9.007322719e+04   1.522017139e-01   1.668190956e+00   3.971096277e-01   7.790468322e+04
6.292527788e+08   1.324923721e+07   1.403247031e+16   9.047432968e+04   1.519398842e-01   1.668193579e+00   3.971079588e-01   7.816025773e+04
6.296186758e+08   1.326981259e+07   1.410042344e+16   9.087597078e+04   1.516793606e-01   1.668196440e+00   3.971063197e-01   7.841537606e+04
6.299838979e+08   1.329032944e+07   1.416837812e+16   9.127819311e+04   1.514201601e-01   1.668198586e+00   3.971045017e-01   7.867005212e+04
6.303484574e+08   1.331078785e+07   1.423632656e+16   9.168090317e+04   1.511622014e-01   1.668201804e+00   3.971028030e-01   7.892424803e+04
6.307123649e+08   1.333118777e+07   1.430427656e+16   9.208420642e+04   1.509055455e-01   1.668204308e+00   3.971009254e-01   7.917801236e+04
6.310756301e+08   1.335152914e+07   1.437221406e+16   9.248803324e+04   1.506501321e-01   1.668206930e+00   3.970990479e-01   7.943127385e+04
6.314382652e+08   1.337181202e+07   1.444015000e+16   9.289238383e+04   1.503959467e-01   1.668209553e+00   3.970972300e-01   7.968409753e+04
6.318002839e+08   1.339203654e+07   1.450807656e+16   9.329730079e+04   1.501430006e-01   1.668212414e+00   3.970953226e-01   7.993644528e+04
6.321616936e+08   1.341220250e+07   1.457599375e+16   9.370272394e+04   1.498912444e-01   1.668214798e+00   3.970933557e-01   8.018832377e+04
6.325225023e+08   1.343230971e+07   1.464390781e+16   9.410871990e+04   1.496407143e-01   1.668217897e+00   3.970915079e-01   8.043977345e+04
6.328827259e+08   1.345235843e+07   1.471180312e+16   9.451521068e+04   1.493913367e-01   1.668220282e+00   3.970895708e-01   8.069071318e+04
6.332423711e+08   1.347234841e+07   1.477968750e+16   9.492224734e+04   1.491431376e-01   1.668223023e+00   3.970875442e-01   8.094119239e+04
6.336014477e+08   1.349227954e+07   1.484755781e+16   9.532982209e+04   1.488961007e-01   1.668225527e+00   3.970855474e-01   8.119120003e+04
6.339599701e+08   1.351215200e+07   1.491541406e+16   9.573791976e+04   1.486501968e-01   1.668228149e+00   3.970834613e-01   8.144074043e+04
6.343179426e+08   1.353196539e+07   1.498325156e+16   9.614651535e+04   1.484054030e-01   1.668230772e+00   3.970814347e-01   8.168979596e+04
6.346753744e+08   1.355171956e+07   1.505107188e+16   9.655560562e+04   1.481617066e-01   1.668232918e+00   3.970792890e-01   8.193838134e+04
6.350322793e+08   1.357141465e+07   1.511887187e+16   9.696523063e+04   1.479191154e-01   1.668235540e+00   3.970771432e-01   8.218648408e+04
6.353886661e+08   1.359105047e+07   1.518665156e+16   9.737536365e+04   1.476776000e-01   1.668237448e+00   3.970749676e-01   8.243411082e+04
6.357445426e+08   1.361062682e+07   1.525440469e+16   9.778595379e+04   1.474371168e-01   1.668239713e+00   3.970727921e-01   8.268123444e+04
6.360999188e+08   1.363014357e+07   1.532213437e+16   9.819705832e+04   1.471976880e-01   1.668241501e+00   3.970704377e-01   8.292787777e+04
6.364548038e+08   1.364960059e+07   1.538983906e+16   9.860863858e+04   1.469592764e-01   1.668243647e+00   3.970681429e-01   8.317403864e+04
6.368092075e+08   1.366899773e+07   1.545751250e+16   9.902069105e+04   1.467218645e-01   1.668245792e+00   3.970658779e-01   8.341968979e+04
6.371631396e+08   1.368833488e+07   1.552515937e+16   9.943325210e+04   1.464854595e-01   1.668247223e+00   3.970634639e-01   8.366486221e+04
6.375166066e+08   1.370761170e+07   1.559277344e+16   9.984625201e+04   1.462500079e-01   1.668249130e+00   3.970611393e-01   8.390953001e+04
6.378696133e+08   1.372682781e+07   1.566035156e+16   1.002597132e+05   1.460155142e-01   1.668250918e+00   3.970586360e-01   8.415368407e+04
6.382221697e+08   1.374598304e+07   1.572789531e+16   1.006736120e+05   1.457819479e-01   1.668252230e+00   3.970561922e-01   8.439733918e+04
